sorting	itemID	organismID	materialSampleID	institutionCode	collectionCode	fullCatalogNumber	catalogNumber	rightsHolder	coremaBasisOfRecord	informationWithheld	recordedBy	sex	lifeStage	preparations	disposition	eventDate	country	stateProvince	county	locality	minimumElevationInMeters	decimalLatitude	decimalLongitude	identificationRemarks	identifiedBy	dateIdentified	typeStatus	scientificName	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	preservationType	preparationType	preparationMaterials	preparedBy	preparationDate	geneticAccessionNumber	BOLDProcessID	materialSampleType	concentration	concentrationUnit	associatedMedia
148	urn:uuid:a35919d9-2157-447d-88ac-5419f29227be	urn:uuid:5394a9d3-9690-55b3-9c31-02d149112d84	urn:uuid:a35919d9-2157-447d-88ac-5419f29227be	NHMO	BI	NHMO-BI-36515/1-B | NHMO-BI-36515/2-D	36515	Natural History Museum, University of Oslo, Norway	MaterialSample		"de Gabriel, Miguel; Roa, Isabel; Fuertes, Benito; González, Rubén"	Male		Blood	Existing	04.07.2013	Morocco	Marrakech-Safi		Oukaimeden	2665	31.206	-7.861		"de Gabriel, Miguel; Roa, Isabel; Fuertes, Benito; González, Rubén"	04.07.2013		Phoenicurus moussieri (Olphe-Galliard, 1852)	Passeriformes	Muscicapidae	Phoenicurus	moussieri		species	(Olphe-Galliard, 1852)	Ethanol, 96% | Buffer	Blood | gDNA		 | Hogner, Silje	 | 2013-11-08			Tissue | DNA			
149	urn:uuid:79e8cc45-31d6-41bd-97be-3b5e3544580b	urn:uuid:54115910-9790-585b-8899-c70ab4a7be4a	urn:uuid:79e8cc45-31d6-41bd-97be-3b5e3544580b	NHMO	BI	NHMO-BI-59002/1-P	59002	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Dahl, Knut	Unknown	Unknown	Study skin	Existing	1894-08-20	Australia	Northern Territory		Daly River		-13.765	130.704		Dahl, Knut	1894-08-20		Porphyrio poliocephalus poliocephalus (Latham, 1801)	Gruiformes	Rallidae	Porphyrio	poliocephalus	poliocephalus	subspecies	(Latham, 1801)	Dry	Study skin		J.I.J				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13903243&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13903244&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13903245&type=jpeg
150	urn:uuid:5784e6f5-bc76-4329-8fce-bcd62e674303	urn:uuid:542fd362-6de9-50e4-a2ca-44879ed28db9	urn:uuid:5784e6f5-bc76-4329-8fce-bcd62e674303	NHMO	BI	NHMO-BI-59052/1-P	59052	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Unknown	Unknown	Unknown	Preserved specimen	Existing		India								Unknown			Porphyrio poliocephalus poliocephalus (Latham, 1801)	Gruiformes	Rallidae	Porphyrio	poliocephalus	poliocephalus	subspecies	(Latham, 1801)	Dry	PreservedSpecimen		J.I.J				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13903393&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13903394&type=jpeg
151	urn:uuid:c19dd8bc-2244-4bc6-a1b6-987afee6e95d	urn:uuid:5502cf4e-1bfd-578d-992f-e1dfb3b3da65	urn:uuid:c19dd8bc-2244-4bc6-a1b6-987afee6e95d	NHMO	BI	NHMO-BI-11306/1-T | NHMO-BI-11306/2-D | NHMO-BI-11306/3-P	11306	Natural History Museum, University of Oslo, Norway	MaterialSample		Bjerke, Bjørn Aksel	Female		Tissue	Existing	03.05.1994	Norway	Østfold	Eidsberg	Lekum		59.524611	11.241861		Bjerke, Bjørn Aksel	03.05.1994		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Dry | 	MaterialSample | gDNA | Study skin						Tissue | DNA | Specimen			
152	urn:uuid:90e9be5a-5ce6-4fa9-8dd1-ed4a41bec83d	urn:uuid:55d21d46-a779-5031-add3-1ccd4a217039	urn:uuid:90e9be5a-5ce6-4fa9-8dd1-ed4a41bec83d	NHMO	BI	NHMO-BI-40113/1-B | NHMO-BI-40113/2-D	40113	Natural History Museum, University of Oslo, Norway	MaterialSample		Røer, Jan Erik	Male		Blood	Existing	23.09.2003	Norway	Vest-Agder	Kvinesdal	ØYESTRANDA		58.283333	06.sep		Røer, Jan Erik	23.09.2003		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's | 	Blood | gDNA						Tissue | DNA			
153	urn:uuid:fbafea7e-e6e5-41d7-92b7-fc4caf91c25f	urn:uuid:567e6687-9238-5c57-afb4-4c8355746ed6	urn:uuid:fbafea7e-e6e5-41d7-92b7-fc4caf91c25f	NHMO	BI	NHMO-BI-39232/1-B	39232	Natural History Museum, University of Oslo, Norway	MaterialSample		Lifjeld, Jan T.	Unknown		Blood	Existing	01.01.1996	Norway	Telemark	Skien	Gimsøy		59.183333	9.616667		Lifjeld, Jan T.	01.01.1996		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's	Blood						Tissue			
154	urn:uuid:2a6c4d64-94fd-46d5-9b25-429b79cdddf1	urn:uuid:568bcc67-4972-5301-8ac5-07369c01fab8	urn:uuid:2a6c4d64-94fd-46d5-9b25-429b79cdddf1	NHMO	BI	NHMO-BI-92398/1-E	92398	Natural History Museum, University of Oslo, Norway	PreservedSpecimen	location	Kjærb.			Blown eggshell	Existing										Johannessen, Lars Erik	24.08.2017		Oxyura leucocephala (Scopoli, 1769)	Anseriformes	Anatidae	Oxyura	leucocephala		species	(Scopoli, 1769)		Blown eggshell						Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14289926&type=jpeg
155	urn:uuid:56892d8e-6d32-415d-9526-a10978216185	urn:uuid:57de3fae-9730-54c2-ad0a-cc3c1fcd1058	urn:uuid:56892d8e-6d32-415d-9526-a10978216185	NHMO	BI	NHMO-BI-42909/1-T	42909	Natural History Museum, University of Oslo, Norway	MaterialSample		Bjerke, Bjørn Aksel	Male	Adult	Tissue	Existing	2000-10	Norway	Østfold	Eidsberg	Sameia					Bjerke, Bjørn Aksel	2000-10		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Dry	MaterialSample						Tissue			
156	urn:uuid:dd192355-29ea-45f9-b481-163118364e44	urn:uuid:584ca677-a2fb-51da-86d1-87e25b76ed60	urn:uuid:dd192355-29ea-45f9-b481-163118364e44	NHMO	BI	NHMO-BI-39310/1-B	39310	Natural History Museum, University of Oslo, Norway	MaterialSample		Lifjeld, Jan T.	Male		Blood	Existing	01.03.1997	Norway	Telemark	Skien	Gimsøy		59.183333	9.616667		Lifjeld, Jan T.	01.03.1997		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's	Blood						Tissue			
157	urn:uuid:8741a080-26bf-42a5-ad2f-04649de51de9	urn:uuid:5ba2c7b3-c54a-57f4-b8c7-cb1d27e0752b	urn:uuid:8741a080-26bf-42a5-ad2f-04649de51de9	NHMO	BI	NHMO-BI-54066/1-P	54066	Natural History Museum, University of Oslo, Norway	PreservedSpecimen	location	Jensen, Kristen	Male	Adult	Mounted	Existing	21.04.1962	Norway									21.04.1962		Circus macrourus (Gmelin, SG, 1770)	Accipitriformes	Accipitridae	Circus	macrourus		species	(Gmelin, SG, 1770)	Dry	Mounted						Specimen			
158	urn:uuid:9c555078-c1c8-4f0f-93aa-3be76b7ec13c	urn:uuid:5ba4d038-ee35-5cbc-8b59-aa6ea3f77129	urn:uuid:9c555078-c1c8-4f0f-93aa-3be76b7ec13c	NHMO	BI	NHMO-BI-27796/1-B | NHMO-BI-27796/2-D | NHMO-BI-27796/3-S	27796	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	Male	Adult	Blood	Existing	28.04.2011	Spain	Canarias	Santa Cruz de Tenerife	La Gomera, Garajonay		28.107694	-17.254389		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	28.04.2011		Regulus regulus teneriffae Seebohm, 1883	Passeriformes	Regulidae	Regulus	regulus	teneriffae	subspecies	Seebohm, 1883	Ethanol, 96% |  | Formalin, w/PBS	Blood | gDNA | Sperm sample	 | Omega EZNA kit, plate	 | Johannessen, Lars Erik	 | 2011-06-21		BONMA263-11	Tissue | DNA			
159	urn:uuid:7017f525-58ca-4924-8905-50a5b4c99e80	urn:uuid:5bc898bc-dadd-58b2-aed2-1e01f607669c	urn:uuid:7017f525-58ca-4924-8905-50a5b4c99e80	NHMO	BI	NHMO-BI-63367/1-P	63367	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Oddi, Ettore Arrigoni Degli	Female	Unknown	Study skin	Existing	1892-04-06	Italy			Pisa, Toscana					Oddi, Arrigoni Degli	1892-04-06		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Dry	Study skin		J.I.J				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14210814&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14210815&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14210817&type=jpeg
160	urn:uuid:afec6322-dc78-4202-b713-32a0294d26e3	urn:uuid:5c5af6fa-feef-50cf-86c4-f16f0405e8c7	urn:uuid:afec6322-dc78-4202-b713-32a0294d26e3	NHMO	BI	NHMO-BI-49331/1-P	49331	Natural History Museum, University of Oslo, Norway	PreservedSpecimen	location		Male	Juvenile	Study skin	Existing	10.05.1939	Norway									10.05.1939		Circus macrourus (Gmelin, SG, 1770)	Accipitriformes	Accipitridae	Circus	macrourus		species	(Gmelin, SG, 1770)	Dry	Study skin						Specimen			
161	urn:uuid:09778b65-0798-4378-9a00-f575a2455269	urn:uuid:5cb07a9a-c12c-5acf-8141-09e73136ecfd	urn:uuid:09778b65-0798-4378-9a00-f575a2455269	NHMO	BI	NHMO-BI-18241/1-B | NHMO-BI-18241/2-S	18241	Natural History Museum, University of Oslo, Norway	MaterialSample		Lifjeld, Jan T.	Male		Blood	Existing	26.03.2009	Spain	Canarias	Santa Cruz de Tenerife	Tenerife, Las Mercedes		28.528778	-16.287833		Lifjeld, Jan T.	26.03.2009		Regulus regulus teneriffae Seebohm, 1883	Passeriformes	Regulidae	Regulus	regulus	teneriffae	subspecies	Seebohm, 1883	Ethanol, 96% | Formalin	Blood | Sperm sample						Tissue			
162	urn:uuid:9c220592-acad-4fb0-a433-650ae98a1d75	urn:uuid:5d19b5b0-5fc9-5ac5-b032-8fe1df79ea7a	urn:uuid:9c220592-acad-4fb0-a433-650ae98a1d75	NHMO	BI	NHMO-BI-62371/1-P	62371	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Unknown	Female	Unknown	Mounted	Existing		India								Unknown			Amandava amandava (Linnaeus, 1758)	Passeriformes	Estrildidae	Amandava	amandava		species	(Linnaeus, 1758)	Dry	Mounted		J.I.J				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14209916&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14209917&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14209918&type=jpeg
163	urn:uuid:3ee337c0-6aef-4da1-8ff0-06e62e86d72f	urn:uuid:5d205996-4b4b-5dc5-8267-75d561e92fb9	urn:uuid:3ee337c0-6aef-4da1-8ff0-06e62e86d72f	NHMO	BI	NHMO-BI-63365/1-P	63365	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Oddi, Ettore Arrigoni Degli	Female	Unknown	Study skin	Existing	1898-04-19	Italy			Ancona					Oddi, Arrigoni Degli	1898-04-19		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Dry	Study skin		J.I.J				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14210804&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14210806&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14210807&type=jpeg
164	urn:uuid:9b26a1a6-00ff-4d67-8e7a-4297c298e829	urn:uuid:5dbd4635-09a4-5661-b9f2-2adbc0c3a275	urn:uuid:9b26a1a6-00ff-4d67-8e7a-4297c298e829	NHMO	BI	NHMO-BI-27884/1-B	27884	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	Female	Adult	Blood	Existing	05.05.2011	Portugal	Madeira		Santo da Serra		32.725611	-16.812778		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	05.05.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96%	Blood						Tissue			
165	urn:uuid:a7267c2a-43cd-41c7-b41f-473aa475e5a0	urn:uuid:5e5a8ac7-af95-511c-8f0e-8e1b59d99733	urn:uuid:a7267c2a-43cd-41c7-b41f-473aa475e5a0	NHMO	BI	NHMO-BI-27889/1-B	27889	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	Female	Adult	Blood	Existing	05.05.2011	Portugal	Madeira		Santo da Serra		32.725611	-16.812778		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	05.05.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96%	Blood						Tissue			
166	urn:uuid:ea082d96-742b-4783-81cb-73f5fb16865d	urn:uuid:5e3dc7eb-5a22-5caa-862b-1da7798a967d	urn:uuid:ea082d96-742b-4783-81cb-73f5fb16865d	NHMO	BI	NHMO-BI-18213/1-B	18213	Natural History Museum, University of Oslo, Norway	MaterialSample		Lifjeld, Jan T.	Female		Blood	Existing	24.03.2009	Spain	Canarias	Santa Cruz de Tenerife	Tenerife, Lagunetas		28.416667	-16.416667		Lifjeld, Jan T.	24.03.2009		Regulus regulus teneriffae Seebohm, 1883	Passeriformes	Regulidae	Regulus	regulus	teneriffae	subspecies	Seebohm, 1883	Ethanol, 96%	Blood						Tissue			
167	urn:uuid:34ca5d75-a6e0-4c53-8362-2a5c71581d1a	urn:uuid:5e7ff785-121e-57c0-8c8b-754343a53f43	urn:uuid:34ca5d75-a6e0-4c53-8362-2a5c71581d1a	NHMO	BI	NHMO-BI-108886/1-B	108886	Natural History Museum, University of Oslo, Norway	MaterialSample		"Lifjeld, Jan T.; Cramer, Becky; Bagdonaite, Laima; Briskie, Jim"	Female	Adult	Blood	Existing	20.10.2022	New Zealand	Canterbury	Kaikoura	Mt. Fyffe forest near School House Road		-42.376504	173.613561		"Lifjeld, Jan T.; Cramer, Becky; Bagdonaite, Laima; Briskie, Jim"	20.10.2022		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)		MaterialSample									
168	urn:uuid:a60673dc-d2d7-4538-bb89-ed1798fa2fd4	urn:uuid:5e8e0bcd-2c8a-5ac2-90fa-0ddb3198ab8c	urn:uuid:a60673dc-d2d7-4538-bb89-ed1798fa2fd4	NHMO	BI	NHMO-BI-64717/1-P	64717	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Olsen, Ørjan	Male	Unknown	Preserved specimen	Existing	18.03.1913	South Africa			Saldanha Bay		-33.045	17.992		Olsen, Ørjan	18.03.1913		Ardea melanocephala Children & Vigors, 1826	Pelecaniformes	Ardeidae	Ardea	melanocephala		species	Children & Vigors, 1826	Dry	PreservedSpecimen		J.I.J				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14212876&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14212877&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14212878&type=jpeg
169	urn:uuid:02cfa117-ca71-4448-8fa9-d83565c607a5	urn:uuid:5eeaf2d2-3026-509e-a706-c3289f3aa4a7	urn:uuid:02cfa117-ca71-4448-8fa9-d83565c607a5	NHMO	BI	NHMO-BI-65161/1-P	65161	Natural History Museum, University of Oslo, Norway	PreservedSpecimen	location	Unknown	Male	Unknown	Preserved specimen	Existing										Unknown			Circus macrourus (Gmelin, SG, 1770)	Accipitriformes	Accipitridae	Circus	macrourus		species	(Gmelin, SG, 1770)	Dry	PreservedSpecimen		J.I.J				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13915180&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13915181&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13915182&type=jpeg
170	urn:uuid:3be87f67-88c8-4629-9c29-7cb95105dea9	urn:uuid:607fed40-b491-5b86-b3c8-b90e87329f3d	urn:uuid:3be87f67-88c8-4629-9c29-7cb95105dea9	NHMO	BI	NHMO-BI-27928/1-B | NHMO-BI-27928/2-S	27928	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	Male	Adult	Blood	Existing	06.05.2011	Portugal	Madeira		Achadinha		32.818944	-16.921778		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	06.05.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96% | Formalin, w/PBS	Blood | Sperm sample						Tissue			
171	urn:uuid:9977bf24-713a-4162-8818-de5449004617	urn:uuid:60e6ea12-e80d-5939-a106-fd1d746a952a	urn:uuid:9977bf24-713a-4162-8818-de5449004617	NHMO	BI	NHMO-BI-57955/1-P	57955	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Estación Biológica de Doñana	Male	Unknown	Study skin	Existing	21.12.1965	Spain	Andalucía	Sevilla	N. for Coripe, Sevilla					Estación Biológica de Doñana	21.12.1965		Galerida theklae Brehm, AE, 1857	Passeriformes	Alaudidae	Galerida	theklae		species	Brehm, AE, 1857	Dry	Study skin		J.I.J				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13900984&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13900985&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13900986&type=jpeg
172	urn:uuid:aa639060-fd1d-44c0-a9c2-1a00b49a79f2	urn:uuid:61d18507-b1d7-530e-a6cb-6ec555bbd4e5	urn:uuid:aa639060-fd1d-44c0-a9c2-1a00b49a79f2	NHMO	BI	NHMO-BI-39222/1-B | NHMO-BI-39322/1-B	39222	Natural History Museum, University of Oslo, Norway	MaterialSample		Lifjeld, Jan T.	Male		Blood	Existing	12.01.1997	Norway	Telemark	Skien	Gimsøy		59.183333	9.616667		Lifjeld, Jan T.	12.01.1997		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's	Blood						Tissue			
173	urn:uuid:35628093-b852-42f3-b13c-5fae528044e4	urn:uuid:6215f05c-ae85-56b0-9e45-77dc00d3f127	urn:uuid:35628093-b852-42f3-b13c-5fae528044e4	NHMO	BI	NHMO-BI-88198/1-S	88198	Natural History Museum, University of Oslo, Norway	MaterialSample		Rowe, Melissah	Male	Adult	Sperm sample	Existing	27.05.2016	Italy	Apulia		Lago Salso		41.541556	15.890056		Rowe, Melissah	27.05.2016		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Formalin, w/PBS	Sperm sample		Rowe, Melissah	27.05.2016			Tissue			
174	urn:uuid:36e03dc7-9916-43b2-9e08-276c569533c8	urn:uuid:62c2bdd6-092a-581f-addd-95eefccfa37e	urn:uuid:36e03dc7-9916-43b2-9e08-276c569533c8	NHMO	BI	NHMO-BI-11278/1-B	11278	Natural History Museum, University of Oslo, Norway	MaterialSample			Male		Blood	Existing	04.05.2004	Norway	Vest-Agder	Farsund	Lista Fyr		58.1	6.566667			04.05.2004		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's	Blood						Tissue			
175	urn:uuid:a4d3796d-2dae-4932-91a1-f6cc1357e20d	urn:uuid:62bd7e26-465e-5640-8f41-e5299dfc887c	urn:uuid:a4d3796d-2dae-4932-91a1-f6cc1357e20d	NHMO	BI	NHMO-BI-89977/1-P	89977	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Vigeland, Immanuel		Juvenile	Study skin	Existing		Malaysia			Glugur Penang					Marki, Petter Zahl	23.06.2017		Acridotheres tristis (Linnaeus, 1766)	Passeriformes	Sturnidae	Acridotheres	tristis		species	(Linnaeus, 1766)	Dry	Study skin						Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15316896&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15316897&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15316898&type=jpeg
176	urn:uuid:1bfe8b91-538f-47d9-ad95-bac9f258a5cd	urn:uuid:63641f82-7bfc-51ef-8664-d25d80770837	urn:uuid:1bfe8b91-538f-47d9-ad95-bac9f258a5cd	NHMO	BI	NHMO-BI-36514/1-B | NHMO-BI-36514/2-D	36514	Natural History Museum, University of Oslo, Norway	MaterialSample		"de Gabriel, Miguel; Roa, Isabel; Fuertes, Benito; González, Rubén"	Male		Blood	Existing	04.07.2013	Morocco	Marrakech-Safi		Oukaimeden	2665	31.206	-7.861		"de Gabriel, Miguel; Roa, Isabel; Fuertes, Benito; González, Rubén"	04.07.2013		Phoenicurus moussieri (Olphe-Galliard, 1852)	Passeriformes	Muscicapidae	Phoenicurus	moussieri		species	(Olphe-Galliard, 1852)	Ethanol, 96% | Buffer	Blood | gDNA		 | Hogner, Silje	 | 2013-11-08			Tissue | DNA			
177	urn:uuid:0625a22e-6476-42b1-84af-3f50e5a547ae	urn:uuid:63d231b3-7ade-542d-a3ba-86f369500d4d	urn:uuid:0625a22e-6476-42b1-84af-3f50e5a547ae	NHMO	BI	NHMO-BI-40846/1-B | NHMO-BI-40846/2-D	40846	Natural History Museum, University of Oslo, Norway	MaterialSample		Austevik, Jostein	Unknown		Blood	Existing	10.09.2004	Norway	Rogaland	Utsira	Utsira		59.3	4.883333		Austevik, Jostein	10.09.2004		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's | 	Blood | gDNA						Tissue | DNA			
178	urn:uuid:3f0eaf1a-eae9-4108-b1ed-842d3da6ae82	urn:uuid:63e2cf44-6da9-53ca-ace0-acac88cebb0d	urn:uuid:3f0eaf1a-eae9-4108-b1ed-842d3da6ae82	NHMO	BI	NHMO-BI-40778/1-B | NHMO-BI-40778/2-D	40778	Natural History Museum, University of Oslo, Norway	MaterialSample		Nilsen, Øystein Birkeland	Unknown		Blood	Existing	02.06.2004	Norway	Rogaland	Utsira	Utsira		59.3	4.883333		Nilsen, Øystein Birkeland	02.06.2004		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's | 	Blood | gDNA						Tissue | DNA			
179	urn:uuid:4c77120e-9953-429f-bba5-303843e50e10	urn:uuid:6408cc7b-fb88-5b55-a7d0-d5fe7bc7e9db	urn:uuid:4c77120e-9953-429f-bba5-303843e50e10	NHMO	BI	NHMO-BI-62012/1-P	62012	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Unknown	Male	Unknown	Mounted	Existing		Russian Federation			Kasalinsk					Unknown			Melanocorypha yeltoniensis (Forster, JR, 1768)	Passeriformes	Alaudidae	Melanocorypha	yeltoniensis		species	(Forster, JR, 1768)	Dry	Mounted		J.I.J				Specimen			
180	urn:uuid:2e37d31b-bf20-4297-9ebd-ad33dac8931b	urn:uuid:648cd0d1-0d32-5c25-bfa1-47e1e4befeb8	urn:uuid:2e37d31b-bf20-4297-9ebd-ad33dac8931b	NHMO	BI	NHMO-BI-39824/1-B | NHMO-BI-39824/2-D	39824	Natural History Museum, University of Oslo, Norway	MaterialSample			Male	Unknown	Blood	Existing	20.05.2003	Norway	Telemark	Kragerø	Jomfruland fuglestasjon		58.881389	9.610556			20.05.2003		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's | 	Blood | gDNA						Tissue | DNA			
181	urn:uuid:8e9742a4-abc9-4db0-8fbb-cbe6326a1fde	urn:uuid:64a1749b-e02b-5999-9644-7d0d098d78f9	urn:uuid:8e9742a4-abc9-4db0-8fbb-cbe6326a1fde	NHMO	BI	NHMO-BI-62117/1-P	62117	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Unknown	Female	Unknown	Mounted	Existing	1870-03	Spain	Andalucía	Granada	Granada					Unknown	1870-03		Cyanopica cooki Bonaparte, 1850	Passeriformes	Corvidae	Cyanopica	cooki		species	Bonaparte, 1850	Dry	Mounted		J.I.J				Specimen			
182	urn:uuid:464ee7f3-aa1c-4c54-8c14-aa35a1cf16a2	urn:uuid:64d9b4b8-0ae0-5954-a7e2-e99254ad51ac	urn:uuid:464ee7f3-aa1c-4c54-8c14-aa35a1cf16a2	NHMO	BI	NHMO-BI-63364/1-P	63364	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Oddi, Ettore Arrigoni Degli	Male	Unknown	Study skin	Existing	1899-12-28	Italy			Firenze					Oddi, Arrigoni Degli	1899-12-28		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Dry	Study skin		J.I.J				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14210799&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14210800&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14210802&type=jpeg
183	urn:uuid:3c821eed-dd92-4140-9b86-ad5a27953d90	urn:uuid:64b41478-b86e-5b84-b0dd-4ddfb48e8c4d	urn:uuid:3c821eed-dd92-4140-9b86-ad5a27953d90	NHMO	BI	NHMO-BI-27524/1-B	27524	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Lifjeld, Jan T.; Johnsen, Arild; Gohli, Jostein; Stensrud, Even"	Male	Adult	Blood	Existing	08.03.2011	Portugal	Madeira		Sao Jorge		32.815889	-16.899361		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Lifjeld, Jan T.; Johnsen, Arild; Gohli, Jostein; Stensrud, Even"	08.03.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96%	Blood						Tissue			
